POSIX,source,app,x_x0,y_y0,t_t0,RSTART,RSTOP,status,,
1493756673,109,1,0,0,1,0,9,,,
1493761895,104,1,0,0,2,0,9,,,
1493763571,121,1,0,0,0,0,2,,,
1493763747,53,1,0,0,6,0,1,,,
1493764366,116,1,0,0,5,0,9,,,
1493765653,36,1,0,0,6,0,2,,,
1493798964,4,1,0,0,1,0,8,,,
1493801082,5,1,0,0,4,0,3,,,
1493803403,77,1,0,0,2,0,4,,,
1493806643,94,1,0,0,0,0,8,,,
1493806931,85,1,0,0,3,0,5,,,
1493807827,87,1,0,0,0,0,8,,,
1493810158,30,1,0,0,1,0,5,,,
1493819923,95,1,0,0,0,0,6,,,
1493826912,112,1,0,0,0,0,10,,,
1493827018,7,1,0,0,2,0,4,,,
1493827589,37,1,0,0,2,0,10,,,
1493829263,78,1,0,0,0,0,5,,,
1493831656,18,1,0,0,5,0,3,,,
1493832510,106,1,0,0,2,0,1,,,
1493833091,40,1,0,0,2,0,7,,,
1493835999,2,1,0,0,7,0,9,,,
1493847944,105,1,0,0,0,0,10,,,
1493888164,53,1,0,0,0,0,8,,,
1493893451,102,1,0,0,0,0,8,,,
1493895196,106,1,0,0,5,0,5,,,
1493895965,17,1,0,0,1,0,6,,,
1493897505,86,1,0,0,0,0,5,,,
1493899525,20,1,0,0,6,0,7,,,
1493902107,119,1,0,0,3,0,6,,,
1493902481,36,1,0,0,2,0,10,,,
1493905481,37,1,0,0,1,0,8,,,
1493910825,26,1,0,0,1,0,1,,,
1493915726,10,1,0,0,0,0,5,,,
1493919750,52,1,0,0,3,0,10,,,
1493920341,49,1,0,0,0,0,1,,,
1493922867,34,1,0,0,0,0,7,,,
1493923472,94,1,0,0,0,0,4,,,
1493925318,88,1,0,0,1,0,4,,,
1493931182,103,1,0,0,1,0,10,,,
1493931782,89,1,0,0,1,0,5,,,
1493933066,99,1,0,0,1,0,9,,,
1493936534,76,1,0,0,6,0,1,,,
1493971864,48,1,0,0,2,0,8,,,
1493975054,40,1,0,0,1,0,4,,,
1493977439,40,1,0,0,3,0,7,,,
1493985985,56,1,0,0,1,0,4,,,
1493989223,96,1,0,0,0,0,5,,,
1493990726,102,1,0,0,2,0,9,,,
1493991911,102,1,0,0,2,0,1,,,
1494000402,40,1,0,0,1,0,7,,,
1494007688,10,1,0,0,0,0,2,,,
1494007971,26,1,0,0,2,0,4,,,
1494010179,43,1,0,0,1,0,8,,,
1494015726,54,1,0,0,2,0,10,,,
1494019967,107,1,0,0,5,0,7,,,
1494060479,43,1,0,0,0,0,3,,,
1494061432,18,1,0,0,5,0,5,,,
1494062925,68,1,0,0,1,0,10,,,
1494067116,29,1,0,0,1,0,1,,,
1494072235,5,1,0,0,4,0,1,,,
1494072536,107,1,0,0,4,0,4,,,
1494074427,47,1,0,0,5,0,7,,,
1494074657,15,1,0,0,2,0,2,,,
1494076152,3,1,0,0,1,0,7,,,
1494076531,115,1,0,0,1,0,10,,,
1494082947,30,1,0,0,6,0,6,,,
1494083053,118,1,0,0,0,0,9,,,
1494083380,6,1,0,0,4,0,6,,,
1494083434,123,1,0,0,2,0,3,,,
1494084118,96,1,0,0,4,0,4,,,
1494086381,21,1,0,0,0,0,1,,,
1494090384,31,1,0,0,3,0,8,,,
1494091118,109,1,0,0,3,0,6,,,
1494091391,44,1,0,0,1,0,5,,,
1494091994,73,1,0,0,3,0,3,,,
1494092520,98,1,0,0,0,0,8,,,
1494095177,81,1,0,0,3,0,7,,,
1494096458,47,1,0,0,6,0,3,,,
1494096960,115,1,0,0,5,0,1,,,
1494097393,33,1,0,0,1,0,7,,,
1494106458,57,1,0,0,0,0,2,,,
1494110002,27,1,0,0,2,0,6,,,
1494110902,87,1,0,0,0,0,2,,,
1494144990,79,1,0,0,5,0,5,,,
1494145860,21,1,0,0,4,0,1,,,
1494147764,35,1,0,0,5,0,5,,,
1494148871,84,1,0,0,1,0,7,,,
1494152827,65,1,0,0,2,0,1,,,
1494152955,102,1,0,0,3,0,1,,,
1494153700,57,1,0,0,1,0,3,,,
1494154126,25,1,0,0,3,0,6,,,
1494158848,95,1,0,0,7,0,9,,,
1494160423,104,1,0,0,4,0,5,,,
1494162498,14,1,0,0,0,0,10,,,
1494163113,65,1,0,0,1,0,10,,,
1494163563,102,1,0,0,4,0,9,,,
1494167191,47,1,0,0,5,0,7,,,
1494174495,106,1,0,0,2,0,10,,,
1494179158,125,1,0,0,3,0,4,,,
1494179403,62,1,0,0,1,0,1,,,
1494181408,38,1,0,0,2,0,8,,,
1494185421,12,1,0,0,1,0,1,,,
1494196827,46,1,0,0,1,0,3,,,
1494231464,8,1,0,0,5,0,3,,,
1494232922,53,1,0,0,0,0,1,,,
1494234458,88,1,0,0,2,0,7,,,
1494235941,40,1,0,0,4,0,6,,,
1494236023,73,1,0,0,2,0,2,,,
1494238874,15,1,0,0,0,0,5,,,
1494240923,6,1,0,0,6,0,3,,,
1494251784,3,1,0,0,1,0,3,,,
1494253526,90,1,0,0,2,0,2,,,
1494256450,92,1,0,0,2,0,5,,,
1494256459,44,1,0,0,3,0,2,,,
1494260978,20,1,0,0,2,0,3,,,
1494265810,3,1,0,0,0,0,2,,,
1494267563,113,1,0,0,0,0,3,,,
1494270865,30,1,0,0,6,0,7,,,
1494275662,76,1,0,0,0,0,3,,,
1494276941,39,1,0,0,3,0,9,,,
1494280382,86,1,0,0,4,0,1,,,
1494321006,46,1,0,0,0,0,2,,,
1494323761,73,1,0,0,1,0,10,,,
1494325859,87,1,0,0,3,0,5,,,
1494330496,75,1,0,0,0,0,4,,,
1494334434,39,1,0,0,1,0,7,,,
1494336096,15,1,0,0,1,0,1,,,
1494337444,106,1,0,0,0,0,8,,,
1494343480,115,1,0,0,1,0,3,,,
1494345152,29,1,0,0,0,0,10,,,
1494346309,104,1,0,0,1,0,8,,,
1494348670,55,1,0,0,1,0,9,,,
1494351019,89,1,0,0,3,0,2,,,
1494352175,123,1,0,0,1,0,4,,,
1494353347,36,1,0,0,0,0,8,,,
1494366370,53,1,0,0,2,0,1,,,
1494367931,104,1,0,0,1,0,8,,,
1494370237,38,1,0,0,7,0,5,,,
1494406202,72,1,0,0,1,0,9,,,
1494408392,54,1,0,0,0,0,7,,,
1494409351,14,1,0,0,3,0,9,,,
1494412330,35,1,0,0,5,0,8,,,
1494414361,106,1,0,0,0,0,10,,,
1494414824,63,1,0,0,2,0,6,,,
1494416122,117,1,0,0,1,0,4,,,
1494419034,105,1,0,0,0,0,10,,,
1494419487,115,1,0,0,5,0,4,,,
1494421211,38,1,0,0,3,0,2,,,
1494422828,127,1,0,0,1,0,7,,,
1494425654,40,1,0,0,1,0,8,,,
1494426511,68,1,0,0,1,0,4,,,
1494427693,75,1,0,0,1,0,2,,,
1494439168,38,1,0,0,4,0,7,,,
1494440854,99,1,0,0,0,0,9,,,
1494441742,122,1,0,0,2,0,7,,,
1494442559,37,1,0,0,2,0,7,,,
1494443415,85,1,0,0,6,0,4,,,
1494444469,102,1,0,0,1,0,7,,,
1494446254,16,1,0,0,1,0,5,,,
1494446819,78,1,0,0,1,0,8,,,
1494450000,69,1,0,0,4,0,2,,,
1494451737,58,1,0,0,3,0,6,,,
1494494384,79,1,0,0,2,0,2,,,
1494496128,118,1,0,0,0,0,3,,,
1494503338,101,1,0,0,5,0,6,,,
1494505468,105,1,0,0,2,0,7,,,
1494509047,99,1,0,0,0,0,1,,,
1494510911,22,1,0,0,2,0,10,,,
1494512918,113,1,0,0,0,0,2,,,
1494513078,126,1,0,0,0,0,8,,,
1494518498,17,1,0,0,1,0,2,,,
1494520152,125,1,0,0,1,0,2,,,
1494520559,4,1,0,0,1,0,8,,,
1494520713,48,1,0,0,3,0,9,,,
1494521956,78,1,0,0,2,0,10,,,
1494522509,127,1,0,0,0,0,9,,,
1494522874,78,1,0,0,6,0,3,,,
1494525714,102,1,0,0,3,0,8,,,
1494527514,84,1,0,0,0,0,2,,,
1494527840,11,1,0,0,0,0,9,,,
1494531385,102,1,0,0,0,0,5,,,
1494531499,47,1,0,0,5,0,2,,,
1494532041,63,1,0,0,0,0,10,,,
1494584688,108,1,0,0,1,0,7,,,
1494586408,74,1,0,0,5,0,7,,,
1494587224,20,1,0,0,3,0,9,,,
1494588958,49,1,0,0,1,0,1,,,
1494595871,29,1,0,0,4,0,9,,,
1494596833,92,1,0,0,0,0,5,,,
1494601747,26,1,0,0,0,0,4,,,
1494601879,16,1,0,0,0,0,8,,,
1494607194,20,1,0,0,0,0,7,,,
1494609004,30,1,0,0,0,0,7,,,
1494610258,58,1,0,0,1,0,7,,,
1494611346,2,1,0,0,1,0,5,,,
1494616836,17,1,0,0,0,0,7,,,
1494618361,25,1,0,0,1,0,3,,,
1494618401,26,1,0,0,0,0,6,,,
1494619022,85,1,0,0,0,0,1,,,
1494622081,80,1,0,0,7,0,10,,,
1494626495,19,1,0,0,1,0,4,,,
1494626866,124,1,0,0,1,0,8,,,
1494662879,84,1,0,0,3,0,7,,,
1494666333,67,1,0,0,0,0,10,,,
1494667197,6,1,0,0,1,0,6,,,
1494670235,110,1,0,0,4,0,5,,,
1494672291,88,1,0,0,3,0,5,,,
1494672813,39,1,0,0,0,0,4,,,
1494672909,73,1,0,0,1,0,8,,,
1494674130,115,1,0,0,2,0,1,,,
1494678180,3,1,0,0,0,0,6,,,
1494678888,82,1,0,0,0,0,6,,,
1494679136,48,1,0,0,0,0,10,,,
1494688636,13,1,0,0,7,0,4,,,
1494689741,52,1,0,0,1,0,7,,,
1494697195,25,1,0,0,6,0,9,,,
1494701166,76,1,0,0,2,0,1,,,
1494704344,42,1,0,0,0,0,9,,,
1494706861,47,1,0,0,5,0,1,,,
1494706981,30,1,0,0,0,0,10,,,
1494711504,18,1,0,0,0,0,3,,,
1494711691,14,1,0,0,0,0,6,,,
1494713694,2,1,0,0,2,0,8,,,
1494714034,77,1,0,0,3,0,7,,,
1494715588,118,1,0,0,0,0,6,,,
1494752521,15,1,0,0,2,0,8,,,
1494755832,64,1,0,0,2,0,9,,,
1494757027,96,1,0,0,4,0,5,,,
1494761278,7,1,0,0,2,0,2,,,
1494761822,14,1,0,0,0,0,1,,,
1494764420,33,1,0,0,1,0,7,,,
1494765491,16,1,0,0,1,0,7,,,
1494776353,81,1,0,0,3,0,5,,,
1494786091,58,1,0,0,0,0,1,,,
1494786173,127,1,0,0,5,0,1,,,
1494786365,27,1,0,0,0,0,5,,,
1494787511,79,1,0,0,2,0,4,,,
1494789526,125,1,0,0,4,0,3,,,
1494792213,121,1,0,0,1,0,2,,,
1494792746,72,1,0,0,0,0,2,,,
1494793516,107,1,0,0,1,0,2,,,
1494795593,40,1,0,0,0,0,6,,,
1494796009,34,1,0,0,2,0,2,,,
1494796208,30,1,0,0,5,0,8,,,
1494799463,4,1,0,0,7,0,7,,,
1494802240,99,1,0,0,6,0,2,,,
1494841362,27,1,0,0,2,0,5,,,
1494847818,85,1,0,0,3,0,4,,,
1494850460,123,1,0,0,2,0,3,,,
1494850782,48,1,0,0,1,0,6,,,
1494851461,79,1,0,0,1,0,6,,,
1494857086,108,1,0,0,0,0,5,,,
1494862120,122,1,0,0,0,0,3,,,
1494865027,84,1,0,0,2,0,4,,,
1494865105,9,1,0,0,0,0,4,,,
1494865945,63,1,0,0,1,0,1,,,
1494880261,22,1,0,0,4,0,8,,,
1494886693,115,1,0,0,1,0,4,,,
1494927932,95,1,0,0,4,0,8,,,
1494930321,57,1,0,0,0,0,9,,,
1494930526,119,1,0,0,2,0,1,,,
1494931495,101,1,0,0,0,0,1,,,
1494932721,114,1,0,0,2,0,4,,,
1494933964,5,1,0,0,2,0,5,,,
1494937662,3,1,0,0,2,0,1,,,
1494939883,121,1,0,0,1,0,7,,,
1494940933,101,1,0,0,2,0,8,,,
1494941922,29,1,0,0,1,0,3,,,
1494942324,62,1,0,0,1,0,5,,,
1494943135,5,1,0,0,1,0,2,,,
1494948899,115,1,0,0,0,0,6,,,
1494949908,3,1,0,0,4,0,7,,,
1494957943,12,1,0,0,3,0,4,,,
1494958227,79,1,0,0,1,0,3,,,
1494960400,67,1,0,0,4,0,7,,,
1494960876,77,1,0,0,2,0,10,,,
1494961221,44,1,0,0,4,0,1,,,
1494968921,37,1,0,0,1,0,3,,,
1494969595,52,1,0,0,4,0,8,,,
1494970802,114,1,0,0,0,0,10,,,
1494973282,97,1,0,0,1,0,9,,,
1494973716,81,1,0,0,1,0,6,,,
1495011171,88,1,0,0,1,0,4,,,
1495012151,15,1,0,0,1,0,9,,,
1495018097,98,1,0,0,3,0,9,,,
1495019399,21,1,0,0,0,0,9,,,
1495019510,68,1,0,0,2,0,9,,,
1495022749,29,1,0,0,1,0,9,,,
1495024733,73,1,0,0,2,0,8,,,
1495028027,25,1,0,0,1,0,8,,,
1495036898,99,1,0,0,0,0,10,,,
1495038336,95,1,0,0,2,0,6,,,
1495043266,65,1,0,0,1,0,3,,,
1495052920,37,1,0,0,5,0,1,,,
1495053164,13,1,0,0,0,0,4,,,
1495055247,68,1,0,0,5,0,7,,,
1495055399,26,1,0,0,1,0,7,,,
1495056755,7,1,0,0,1,0,8,,,
1495095473,86,1,0,0,7,0,1,,,
1495096674,17,1,0,0,2,0,2,,,
1495097551,87,1,0,0,1,0,9,,,
1495100111,70,1,0,0,1,0,10,,,
1495100813,119,1,0,0,5,0,2,,,
1495107249,45,1,0,0,1,0,3,,,
1495112251,72,1,0,0,3,0,8,,,
1495114985,56,1,0,0,3,0,1,,,
1495115576,80,1,0,0,3,0,5,,,
1495121569,39,1,0,0,1,0,3,,,
1495123525,109,1,0,0,1,0,9,,,
1495124694,74,1,0,0,5,0,7,,,
1495128001,58,1,0,0,0,0,5,,,
1495129601,97,1,0,0,2,0,7,,,
1495129696,7,1,0,0,7,0,6,,,
1495131188,39,1,0,0,4,0,1,,,
1495131201,122,1,0,0,4,0,6,,,
1495131429,110,1,0,0,1,0,6,,,
1495132090,118,1,0,0,0,0,2,,,
1495132764,88,1,0,0,1,0,2,,,
1495133532,90,1,0,0,3,0,5,,,
1495136447,102,1,0,0,0,0,5,,,
1495142993,105,1,0,0,1,0,9,,,
1495143818,95,1,0,0,1,0,5,,,
1495144384,37,1,0,0,0,0,2,,,
1495183579,79,1,0,0,2,0,5,,,
1495184529,63,1,0,0,1,0,6,,,
1495186243,112,1,0,0,7,0,10,,,
1495190636,39,1,0,0,3,0,3,,,
1495195461,21,1,0,0,1,0,4,,,
1495197193,90,1,0,0,0,0,7,,,
1495198120,95,1,0,0,0,0,1,,,
1495199043,8,1,0,0,0,0,6,,,
1495199136,38,1,0,0,0,0,1,,,
1495207769,114,1,0,0,2,0,2,,,
1495208281,64,1,0,0,7,0,7,,,
1495210906,3,1,0,0,1,0,9,,,
1495211283,87,1,0,0,1,0,7,,,
1495213797,55,1,0,0,2,0,8,,,
1495217230,106,1,0,0,0,0,4,,,
1495218775,90,1,0,0,0,0,6,,,
1495220822,19,1,0,0,7,0,10,,,
1495222108,114,1,0,0,2,0,2,,,
1495223280,97,1,0,0,3,0,7,,,
1495224911,12,1,0,0,7,0,9,,,
1495226000,78,1,0,0,1,0,5,,,
1495226788,105,1,0,0,3,0,5,,,
1495228103,29,1,0,0,2,0,9,,,
1495232439,14,1,0,0,0,0,2,,,
1495274747,87,1,0,0,1,0,4,,,
1495280810,30,1,0,0,0,0,2,,,
1495283224,54,1,0,0,1,0,1,,,
1495283903,45,1,0,0,1,0,4,,,
1495284764,34,1,0,0,1,0,3,,,
1495285857,70,1,0,0,5,0,7,,,
1495290557,79,1,0,0,2,0,3,,,
1495293883,114,1,0,0,2,0,1,,,
1495294764,71,1,0,0,2,0,2,,,
1495294919,125,1,0,0,3,0,4,,,
1495296130,10,1,0,0,0,0,4,,,
1495296801,82,1,0,0,6,0,9,,,
1495302451,26,1,0,0,0,0,10,,,
1495304567,39,1,0,0,4,0,10,,,
1495306730,107,1,0,0,1,0,6,,,
1495307891,90,1,0,0,3,0,7,,,
1495307909,2,1,0,0,1,0,5,,,
1495309490,76,1,0,0,2,0,2,,,
1495313461,90,1,0,0,2,0,3,,,
1495316406,79,1,0,0,0,0,3,,,
1495319549,5,1,0,0,2,0,5,,,
1495353642,33,1,0,0,0,0,2,,,
1495356011,86,1,0,0,1,0,8,,,
1495361729,51,1,0,0,7,0,8,,,
1495367640,17,1,0,0,0,0,10,,,
1495368530,101,1,0,0,5,0,8,,,
1495369565,72,1,0,0,0,0,3,,,
1495371760,115,1,0,0,2,0,10,,,
1495380232,113,1,0,0,2,0,7,,,
1495381532,75,1,0,0,6,0,3,,,
1495383925,60,1,0,0,1,0,1,,,
1495386229,80,1,0,0,1,0,2,,,
1495387730,37,1,0,0,7,0,4,,,
1495392757,72,1,0,0,3,0,7,,,
1495400371,55,1,0,0,2,0,8,,,
1495403246,36,1,0,0,6,0,2,,,
1495404038,38,1,0,0,1,0,1,,,
1495441881,80,1,0,0,0,0,9,,,
1495445389,16,1,0,0,4,0,8,,,
1495448717,35,1,0,0,1,0,8,,,
1495453176,39,1,0,0,1,0,8,,,
1495460324,74,1,0,0,0,0,8,,,
1495462553,60,1,0,0,0,0,5,,,
1495463602,14,1,0,0,2,0,1,,,
1495471278,33,1,0,0,0,0,2,,,
1495473691,84,1,0,0,3,0,9,,,
1495474725,58,1,0,0,2,0,8,,,
1495476432,92,1,0,0,5,0,8,,,
1495478918,81,1,0,0,0,0,7,,,
1495481334,71,1,0,0,4,0,3,,,
1495483208,26,1,0,0,0,0,7,,,
1495484320,34,1,0,0,1,0,5,,,
1495487451,94,1,0,0,6,0,8,,,
1495491277,78,1,0,0,1,0,10,,,
1495491521,18,1,0,0,7,0,9,,,
1495492176,67,1,0,0,0,0,1,,,
1495529228,54,1,0,0,0,0,9,,,
1495529984,102,1,0,0,0,0,8,,,
1495535420,125,1,0,0,1,0,6,,,
1495535849,25,1,0,0,1,0,2,,,
1495537038,43,1,0,0,0,0,4,,,
1495537446,8,1,0,0,0,0,10,,,
1495538988,105,1,0,0,1,0,3,,,
1495539887,40,1,0,0,1,0,4,,,
1495542222,80,1,0,0,2,0,2,,,
1495552359,35,1,0,0,6,0,5,,,
1495553660,14,1,0,0,3,0,2,,,
1495554112,73,1,0,0,0,0,7,,,
1495554697,63,1,0,0,3,0,1,,,
1495555002,79,1,0,0,1,0,7,,,
1495555454,123,1,0,0,3,0,4,,,
1495555482,74,1,0,0,0,0,3,,,
1495558350,127,1,0,0,1,0,5,,,
1495579079,69,1,0,0,2,0,7,,,
1495620997,2,1,0,0,0,0,8,,,
1495622156,86,1,0,0,0,0,2,,,
1495623383,103,1,0,0,4,0,8,,,
1495625572,103,1,0,0,0,0,4,,,
1495625689,104,1,0,0,4,0,7,,,
1495627624,96,1,0,0,0,0,3,,,
1495628558,106,1,0,0,5,0,2,,,
1495628723,29,1,0,0,3,0,8,,,
1495629524,45,1,0,0,1,0,8,,,
1495629902,63,1,0,0,0,0,8,,,
1495630229,105,1,0,0,2,0,8,,,
1495632865,2,1,0,0,3,0,3,,,
1495633380,56,1,0,0,2,0,9,,,
1495638239,10,1,0,0,0,0,7,,,
1495643641,19,1,0,0,5,0,1,,,
1495646718,88,1,0,0,5,0,8,,,
1495647938,94,1,0,0,0,0,5,,,
1495648883,28,1,0,0,2,0,3,,,
1495649460,13,1,0,0,0,0,8,,,
1495654394,80,1,0,0,0,0,10,,,
1495654501,39,1,0,0,7,0,3,,,
1495655374,68,1,0,0,0,0,7,,,
1495659418,87,1,0,0,3,0,5,,,
1495700824,79,1,0,0,1,0,8,,,
1495701973,45,1,0,0,1,0,10,,,
1495707346,114,1,0,0,1,0,6,,,
1495710907,4,1,0,0,6,0,9,,,
1495712298,99,1,0,0,4,0,8,,,
1495717898,124,1,0,0,1,0,2,,,
1495718701,30,1,0,0,0,0,3,,,
1495719742,17,1,0,0,3,0,8,,,
1495720981,79,1,0,0,2,0,4,,,
1495727737,81,1,0,0,0,0,4,,,
1495729574,112,1,0,0,5,0,2,,,
1495736104,102,1,0,0,0,0,2,,,
1495736140,34,1,0,0,1,0,4,,,
1495738111,102,1,0,0,3,0,9,,,
1495738633,56,1,0,0,3,0,1,,,
1495751284,122,1,0,0,7,0,7,,,
1495752698,22,1,0,0,3,0,8,,,
1495793253,37,1,0,0,2,0,3,,,
1495794271,6,1,0,0,3,0,4,,,
1495794871,67,1,0,0,5,0,8,,,
1495805859,16,1,0,0,0,0,8,,,
1495808069,94,1,0,0,0,0,3,,,
1495808937,48,1,0,0,6,0,9,,,
1495811012,57,1,0,0,1,0,4,,,
1495812540,72,1,0,0,3,0,5,,,
1495820107,19,1,0,0,1,0,7,,,
1495820431,52,1,0,0,1,0,5,,,
1495821536,87,1,0,0,1,0,1,,,
1495822632,65,1,0,0,0,0,7,,,
1495825259,87,1,0,0,1,0,1,,,
1495825415,14,1,0,0,0,0,9,,,
1495825523,52,1,0,0,3,0,9,,,
1495825648,123,1,0,0,0,0,9,,,
1495827897,42,1,0,0,2,0,5,,,
1495829414,40,1,0,0,1,0,8,,,
1495834863,64,1,0,0,2,0,1,,,
1495836451,113,1,0,0,1,0,3,,,
1495877983,42,1,0,0,5,0,8,,,
1495883222,109,1,0,0,3,0,6,,,
1495885394,53,1,0,0,1,0,10,,,
1495885682,77,1,0,0,1,0,3,,,
1495889204,96,1,0,0,5,0,10,,,
1495889868,126,1,0,0,0,0,3,,,
1495894558,95,1,0,0,2,0,9,,,
1495900297,65,1,0,0,0,0,9,,,
1495903970,124,1,0,0,1,0,2,,,
1495904799,44,1,0,0,0,0,4,,,
1495911392,104,1,0,0,1,0,10,,,
1495911514,124,1,0,0,3,0,8,,,
1495913526,6,1,0,0,0,0,6,,,
1495913566,30,1,0,0,1,0,3,,,
1495919573,96,1,0,0,0,0,9,,,
1495921089,85,1,0,0,4,0,6,,,
1495921132,114,1,0,0,1,0,10,,,
1495922401,103,1,0,0,1,0,3,,,
1495922486,4,1,0,0,6,0,5,,,
1495922731,81,1,0,0,3,0,2,,,
1495923154,68,1,0,0,7,0,9,,,
1495924530,112,1,0,0,2,0,1,,,
1495960320,105,1,0,0,4,0,7,,,
1495962235,82,1,0,0,5,0,10,,,
1495971515,28,1,0,0,0,0,5,,,
1495972315,87,1,0,0,1,0,4,,,
1495973107,75,1,0,0,1,0,10,,,
1495975991,16,1,0,0,1,0,2,,,
1495978870,114,1,0,0,0,0,9,,,
1495984216,52,1,0,0,0,0,3,,,
1495988046,27,1,0,0,4,0,9,,,
1495991161,75,1,0,0,5,0,6,,,
1495999239,48,1,0,0,2,0,1,,,
1496003210,47,1,0,0,3,0,4,,,
1496005850,99,1,0,0,1,0,2,,,
1496011398,25,1,0,0,2,0,10,,,
1496011473,7,1,0,0,2,0,8,,,
1496045206,75,1,0,0,0,0,10,,,
1496045510,124,1,0,0,0,0,2,,,
1496046678,121,1,0,0,4,0,5,,,
1496049332,5,1,0,0,7,0,4,,,
1496049996,58,1,0,0,1,0,7,,,
1496051928,77,1,0,0,0,0,3,,,
1496057127,77,1,0,0,3,0,7,,,
1496057610,25,1,0,0,0,0,1,,,
1496059332,53,1,0,0,4,0,2,,,
1496060059,34,1,0,0,4,0,1,,,
1496060486,124,1,0,0,3,0,1,,,
1496061671,108,1,0,0,2,0,3,,,
1496066077,79,1,0,0,3,0,7,,,
1496070022,124,1,0,0,0,0,3,,,
1496070080,88,1,0,0,2,0,7,,,
1496073150,39,1,0,0,0,0,5,,,
1496076934,51,1,0,0,2,0,6,,,
1496090547,96,1,0,0,5,0,10,,,
1496090560,8,1,0,0,1,0,1,,,
1496098324,68,1,0,0,4,0,6,,,
1496131554,115,1,0,0,0,0,6,,,
1496137146,2,1,0,0,0,0,10,,,
1496139254,95,1,0,0,1,0,6,,,
1496140369,3,1,0,0,0,0,7,,,
1496142164,87,1,0,0,0,0,2,,,
1496144545,80,1,0,0,0,0,8,,,
1496145139,124,1,0,0,2,0,6,,,
1496145798,82,1,0,0,0,0,1,,,
1496146918,25,1,0,0,0,0,3,,,
1496153651,89,1,0,0,7,0,5,,,
1496156115,43,1,0,0,0,0,9,,,
1496159255,15,1,0,0,4,0,8,,,
1496167315,101,1,0,0,5,0,3,,,
1496168729,35,1,0,0,0,0,10,,,
1496169456,21,1,0,0,0,0,5,,,
1496175398,76,1,0,0,2,0,10,,,
1496176079,90,1,0,0,7,0,2,,,
1496178195,10,1,0,0,6,0,3,,,
1496182043,89,1,0,0,2,0,3,,,
1496182157,57,1,0,0,0,0,1,,,
1496184141,90,1,0,0,5,0,8,,,
1496217910,40,1,0,0,7,0,8,,,
1496218163,63,1,0,0,4,0,8,,,
1496218680,13,1,0,0,3,0,5,,,
1496221073,78,1,0,0,0,0,10,,,
1496225572,119,1,0,0,3,0,10,,,
1496228320,25,1,0,0,1,0,7,,,
1496228955,124,1,0,0,0,0,7,,,
1496233479,21,1,0,0,4,0,7,,,
1496237680,82,1,0,0,0,0,6,,,
1496242367,22,1,0,0,0,0,3,,,
1496243420,40,1,0,0,1,0,2,,,
1496247030,27,1,0,0,5,0,4,,,
1496248852,79,1,0,0,0,0,8,,,
1496251047,104,1,0,0,0,0,1,,,
1496253046,17,1,0,0,4,0,8,,,
1496253808,15,1,0,0,0,0,4,,,
1496254695,96,1,0,0,6,0,10,,,
1496256336,3,1,0,0,5,0,10,,,
1496259730,56,1,0,0,0,0,5,,,
1496262237,85,1,0,0,5,0,5,,,
1496263661,97,1,0,0,1,0,8,,,
1496268925,35,1,0,0,0,0,6,,,
1496304409,52,1,0,0,1,0,10,,,
1496314103,76,1,0,0,1,0,6,,,
1496322583,58,1,0,0,1,0,1,,,
1496325950,15,1,0,0,0,0,4,,,
1496336468,15,1,0,0,2,0,5,,,
1496336845,28,1,0,0,3,0,5,,,
1496337179,94,1,0,0,1,0,10,,,
1496339250,86,1,0,0,1,0,9,,,
1496343007,94,1,0,0,1,0,7,,,
1496343297,51,1,0,0,3,0,7,,,
1496351413,29,1,0,0,2,0,6,,,
1496357548,104,1,0,0,1,0,6,,,
1496400162,88,1,0,0,1,0,7,,,
1496400646,16,1,0,0,4,0,6,,,
1496401510,118,1,0,0,2,0,9,,,
1496401896,109,1,0,0,3,0,3,,,
1496424538,95,1,0,0,1,0,4,,,
1496427011,108,1,0,0,5,0,4,,,
1496441330,99,1,0,0,1,0,10,,,
1496477856,6,1,0,0,0,0,1,,,
1496478024,125,1,0,0,2,0,9,,,
1496484040,88,1,0,0,0,0,8,,,
1496488498,124,1,0,0,2,0,4,,,
1496488793,58,1,0,0,0,0,1,,,
1496489426,73,1,0,0,1,0,7,,,
1496490065,54,1,0,0,1,0,10,,,
1496494068,88,1,0,0,2,0,4,,,
1496495489,108,1,0,0,1,0,5,,,
1496495669,122,1,0,0,0,0,6,,,
1496496303,65,1,0,0,0,0,9,,,
1496498451,15,1,0,0,1,0,7,,,
1496498546,109,1,0,0,3,0,4,,,
1496499437,115,1,0,0,1,0,9,,,
1496502308,96,1,0,0,3,0,6,,,
1496502859,22,1,0,0,1,0,4,,,
1496503409,85,1,0,0,2,0,4,,,
1496503469,113,1,0,0,1,0,4,,,
1496507840,52,1,0,0,5,0,1,,,
1496513232,102,1,0,0,0,0,1,,,
1496513979,112,1,0,0,1,0,7,,,
1496515027,10,1,0,0,1,0,2,,,
1496520817,109,1,0,0,0,0,9,,,
1496521701,125,1,0,0,2,0,1,,,
1496522250,87,1,0,0,2,0,5,,,
1496523656,17,1,0,0,1,0,2,,,
1496523767,109,1,0,0,4,0,5,,,
1496525868,114,1,0,0,3,0,6,,,
1496527032,45,1,0,0,4,0,3,,,
1496530499,96,1,0,0,1,0,8,,,
1496563381,13,1,0,0,0,0,8,,,
1496565047,73,1,0,0,5,0,7,,,
1496565522,69,1,0,0,2,0,3,,,
