POSIX,source,app,x_x0,y_y0,t_t0,rstart,rstop
1494596833,92,1,0,0,0,,
1494601747,26,1,0,0,0,,
1494601879,16,1,0,0,0,,
1494607194,20,1,0,0,0,,
1494609004,30,1,0,0,0,,
1494610258,58,1,0,0,1,,
1494611346,2,1,0,0,1,,
1494616836,17,1,0,0,0,,
1494618361,25,1,0,0,1,,
1494618401,26,1,0,0,0,,
1494619022,85,1,0,0,0,,
1494622081,80,1,0,0,7,,
1494626495,19,1,0,0,1,,
1494626866,124,1,0,0,1,,
1494662879,84,1,0,0,3,,
1494666333,67,1,0,0,0,,
1494667197,6,1,0,0,1,,
1494670235,110,1,0,0,4,,
1494672291,88,1,0,0,3,,
1494672813,39,1,0,0,0,,
1494672909,73,1,0,0,1,,
1494674130,115,1,0,0,2,,
1494678180,3,1,0,0,0,,
1494678888,82,1,0,0,0,,
1494679136,48,1,0,0,0,,
1494688636,13,1,0,0,7,,
1494689741,52,1,0,0,1,,
1494697195,25,1,0,0,6,,
1494701166,76,1,0,0,2,,
1494704344,42,1,0,0,0,,
1494706861,47,1,0,0,5,,
1494706981,30,1,0,0,0,,
1494711504,18,1,0,0,0,,
1494711691,14,1,0,0,0,,
1494713694,2,1,0,0,2,,
1494714034,77,1,0,0,3,,
1494715588,118,1,0,0,0,,
1494752521,15,1,0,0,2,,
1494755832,64,1,0,0,2,,
1494757027,96,1,0,0,4,,
1494761278,7,1,0,0,2,,
1494761822,14,1,0,0,0,,
1494764420,33,1,0,0,1,,
1494765491,16,1,0,0,1,,
1494776353,81,1,0,0,3,,
1494786091,58,1,0,0,0,,
1494786173,127,1,0,0,5,,
1494786365,27,1,0,0,0,,
1494787511,79,1,0,0,2,,
1494789526,125,1,0,0,4,,
1494792213,121,1,0,0,1,,
1494792746,72,1,0,0,0,,
1494793516,107,1,0,0,1,,
1494795593,40,1,0,0,0,,
1494796009,34,1,0,0,2,,
1494796208,30,1,0,0,5,,
1494799463,4,1,0,0,7,,
1494802240,99,1,0,0,6,,
1494841362,27,1,0,0,2,,
1494847818,85,1,0,0,3,,
1494850460,123,1,0,0,2,,
1494850782,48,1,0,0,1,,
1494851461,79,1,0,0,1,,
1494857086,108,1,0,0,0,,
1494862120,122,1,0,0,0,,
1494865027,84,1,0,0,2,,
1494865105,9,1,0,0,0,,
1494865945,63,1,0,0,1,,
1494880261,22,1,0,0,4,,
1494886693,115,1,0,0,1,,
1494927932,95,1,0,0,4,,
1494930321,57,1,0,0,0,,
1494930526,119,1,0,0,2,,
1494931495,101,1,0,0,0,,
1494932721,114,1,0,0,2,,
1494933964,5,1,0,0,2,,
1494937662,3,1,0,0,2,,
1494939883,121,1,0,0,1,,
1494940933,101,1,0,0,2,,
1494941922,29,1,0,0,1,,
1494942324,62,1,0,0,1,,
1494943135,5,1,0,0,1,,
1494948899,115,1,0,0,0,,
1494949908,3,1,0,0,4,,
1494957943,12,1,0,0,3,,
1494958227,79,1,0,0,1,,
1494960400,67,1,0,0,4,,
1494960876,77,1,0,0,2,,
1494961221,44,1,0,0,4,,
1494968921,37,1,0,0,1,,
1494969595,52,1,0,0,4,,
1494970802,114,1,0,0,0,,
1494973282,97,1,0,0,1,,
1494973716,81,1,0,0,1,,
1495011171,88,1,0,0,1,,
1495012151,15,1,0,0,1,,
1495018097,98,1,0,0,3,,
1495019399,21,1,0,0,0,,
1495019510,68,1,0,0,2,,
1495022749,29,1,0,0,1,,
1495024733,73,1,0,0,2,,
1495028027,25,1,0,0,1,,
1495036898,99,1,0,0,0,,
1495038336,95,1,0,0,2,,
1495043266,65,1,0,0,1,,
1495052920,37,1,0,0,5,,
1495053164,13,1,0,0,0,,
1495055247,68,1,0,0,5,,
1495055399,26,1,0,0,1,,
1495056755,7,1,0,0,1,,
1495095473,86,1,0,0,7,,
1495096674,17,1,0,0,2,,
1495097551,87,1,0,0,1,,
1495100111,70,1,0,0,1,,
1495100813,119,1,0,0,5,,
1495107249,45,1,0,0,1,,
1495112251,72,1,0,0,3,,
1495114985,56,1,0,0,3,,
1495115576,80,1,0,0,3,,
1495121569,39,1,0,0,1,,
1495123525,109,1,0,0,1,,
1495124694,74,1,0,0,5,,
1495128001,58,1,0,0,0,,
1495129601,97,1,0,0,2,,
1495129696,7,1,0,0,7,,
1495131188,39,1,0,0,4,,
1495131201,122,1,0,0,4,,
1495131429,110,1,0,0,1,,
1495132090,118,1,0,0,0,,
1495132764,88,1,0,0,1,,
1495133532,90,1,0,0,3,,
1495136447,102,1,0,0,0,,
1495142993,105,1,0,0,1,,
1495143818,95,1,0,0,1,,
1495144384,37,1,0,0,0,,
1495183579,79,1,0,0,2,,
1495184529,63,1,0,0,1,,
1495186243,112,1,0,0,7,,
1495190636,39,1,0,0,3,,
1495195461,21,1,0,0,1,,
1495197193,90,1,0,0,0,,
1495198120,95,1,0,0,0,,
1495199043,8,1,0,0,0,,
1495199136,38,1,0,0,0,,
1495207769,114,1,0,0,2,,
1495208281,64,1,0,0,7,,
1495210906,3,1,0,0,1,,
1495211283,87,1,0,0,1,,
1495213797,55,1,0,0,2,,
1495217230,106,1,0,0,0,,
1495218775,90,1,0,0,0,,
1495220822,19,1,0,0,7,,
1495222108,114,1,0,0,2,,
1495223280,97,1,0,0,3,,
1495224911,12,1,0,0,7,,
1495226000,78,1,0,0,1,,
1495226788,105,1,0,0,3,,
1495228103,29,1,0,0,2,,
1495232439,14,1,0,0,0,,
1495274747,87,1,0,0,1,,
1495280810,30,1,0,0,0,,
1495283224,54,1,0,0,1,,
1495283903,45,1,0,0,1,,
1495284764,34,1,0,0,1,,
1495285857,70,1,0,0,5,,
1495290557,79,1,0,0,2,,
1495293883,114,1,0,0,2,,
1495294764,71,1,0,0,2,,
1495294919,125,1,0,0,3,,
1495296130,10,1,0,0,0,,
1495296801,82,1,0,0,6,,
1495302451,26,1,0,0,0,,
1495304567,39,1,0,0,4,,
1495306730,107,1,0,0,1,,
1495307891,90,1,0,0,3,,
1495307909,2,1,0,0,1,,
1495309490,76,1,0,0,2,,
1495313461,90,1,0,0,2,,
1495316406,79,1,0,0,0,,
1495319549,5,1,0,0,2,,
1495353642,33,1,0,0,0,,
1495356011,86,1,0,0,1,,
1495361729,51,1,0,0,7,,
1495367640,17,1,0,0,0,,
1495368530,101,1,0,0,5,,
1495369565,72,1,0,0,0,,
1495371760,115,1,0,0,2,,
1495380232,113,1,0,0,2,,
1495381532,75,1,0,0,6,,
1495383925,60,1,0,0,1,,
1495386229,80,1,0,0,1,,
1495387730,37,1,0,0,7,,
1495392757,72,1,0,0,3,,
1495400371,55,1,0,0,2,,
1495403246,36,1,0,0,6,,
1495404038,38,1,0,0,1,,
1495441881,80,1,0,0,0,,
1495445389,16,1,0,0,4,,
1495448717,35,1,0,0,1,,
1495453176,39,1,0,0,1,,
1495460324,74,1,0,0,0,,
1495462553,60,1,0,0,0,,
1495463602,14,1,0,0,2,,
1495471278,33,1,0,0,0,,
1495473691,84,1,0,0,3,,
1495474725,58,1,0,0,2,,
1495476432,92,1,0,0,5,,
1495478918,81,1,0,0,0,,
1495481334,71,1,0,0,4,,
1495483208,26,1,0,0,0,,
1495484320,34,1,0,0,1,,
1495487451,94,1,0,0,6,,
1495491277,78,1,0,0,1,,
1495491521,18,1,0,0,7,,
1495492176,67,1,0,0,0,,
1495529228,54,1,0,0,0,,
1495529984,102,1,0,0,0,,
1495535420,125,1,0,0,1,,
1495535849,25,1,0,0,1,,
1495537038,43,1,0,0,0,,
1495537446,8,1,0,0,0,,
1495538988,105,1,0,0,1,,
1495539887,40,1,0,0,1,,
1495542222,80,1,0,0,2,,
1495552359,35,1,0,0,6,,
1495553660,14,1,0,0,3,,
1495554112,73,1,0,0,0,,
1495554697,63,1,0,0,3,,
1495555002,79,1,0,0,1,,
1495555454,123,1,0,0,3,,
1495555482,74,1,0,0,0,,
1495558350,127,1,0,0,1,,
1495579079,69,1,0,0,2,,
1495620997,2,1,0,0,0,,
1495622156,86,1,0,0,0,,
1495623383,103,1,0,0,4,,
1495625572,103,1,0,0,0,,
1495625689,104,1,0,0,4,,
1495627624,96,1,0,0,0,,
1495628558,106,1,0,0,5,,
1495628723,29,1,0,0,3,,
1495629524,45,1,0,0,1,,
1495629902,63,1,0,0,0,,
1495630229,105,1,0,0,2,,
1495632865,2,1,0,0,3,,
1495633380,56,1,0,0,2,,
1495638239,10,1,0,0,0,,
1495643641,19,1,0,0,5,,
1495646718,88,1,0,0,5,,
1495647938,94,1,0,0,0,,
1495648883,28,1,0,0,2,,
1495649460,13,1,0,0,0,,
1495654394,80,1,0,0,0,,
1495654501,39,1,0,0,7,,
1495655374,68,1,0,0,0,,
1495659418,87,1,0,0,3,,
1495700824,79,1,0,0,1,,
1495701973,45,1,0,0,1,,
1495707346,114,1,0,0,1,,
1495710907,4,1,0,0,6,,
1495712298,99,1,0,0,4,,
1495717898,124,1,0,0,1,,
1495718701,30,1,0,0,0,,
1495719742,17,1,0,0,3,,
1495720981,79,1,0,0,2,,
1495727737,81,1,0,0,0,,
1495729574,112,1,0,0,5,,
1495736104,102,1,0,0,0,,
1495736140,34,1,0,0,1,,
1495738111,102,1,0,0,3,,
1495738633,56,1,0,0,3,,
1495751284,122,1,0,0,7,,
1495752698,22,1,0,0,3,,
1495793253,37,1,0,0,2,,
1495794271,6,1,0,0,3,,
1495794871,67,1,0,0,5,,
1495805859,16,1,0,0,0,,
1495808069,94,1,0,0,0,,
1495808937,48,1,0,0,6,,
1495811012,57,1,0,0,1,,
1495812540,72,1,0,0,3,,
1495820107,19,1,0,0,1,,
1495820431,52,1,0,0,1,,
1495821536,87,1,0,0,1,,
1495822632,65,1,0,0,0,,
1495825259,87,1,0,0,1,,
1495825415,14,1,0,0,0,,
1495825523,52,1,0,0,3,,
1495825648,123,1,0,0,0,,
1495827897,42,1,0,0,2,,
1495829414,40,1,0,0,1,,
1495834863,64,1,0,0,2,,
1495836451,113,1,0,0,1,,
1495877983,42,1,0,0,5,,
1495883222,109,1,0,0,3,,
1495885394,53,1,0,0,1,,
1495885682,77,1,0,0,1,,
1495889204,96,1,0,0,5,,
1495889868,126,1,0,0,0,,
1495894558,95,1,0,0,2,,
1495900297,65,1,0,0,0,,
1495903970,124,1,0,0,1,,
1495904799,44,1,0,0,0,,
1495911392,104,1,0,0,1,,
1495911514,124,1,0,0,3,,
1495913526,6,1,0,0,0,,
1495913566,30,1,0,0,1,,
1495919573,96,1,0,0,0,,
1495921089,85,1,0,0,4,,
1495921132,114,1,0,0,1,,
1495922401,103,1,0,0,1,,
1495922486,4,1,0,0,6,,
1495922731,81,1,0,0,3,,
1495923154,68,1,0,0,7,,
1495924530,112,1,0,0,2,,
1495960320,105,1,0,0,4,,
1495962235,82,1,0,0,5,,
1495971515,28,1,0,0,0,,
1495972315,87,1,0,0,1,,
1495973107,75,1,0,0,1,,
1495975991,16,1,0,0,1,,
1495978870,114,1,0,0,0,,
1495984216,52,1,0,0,0,,
1495988046,27,1,0,0,4,,
1495991161,75,1,0,0,5,,
1495999239,48,1,0,0,2,,
1496003210,47,1,0,0,3,,
1496005850,99,1,0,0,1,,
1496011398,25,1,0,0,2,,
1496011473,7,1,0,0,2,,
1496045206,75,1,0,0,0,,
1496045510,124,1,0,0,0,,
1496046678,121,1,0,0,4,,
1496049332,5,1,0,0,7,,
1496049996,58,1,0,0,1,,
1496051928,77,1,0,0,0,,
1496057127,77,1,0,0,3,,
1496057610,25,1,0,0,0,,
1496059332,53,1,0,0,4,,
1496060059,34,1,0,0,4,,
1496060486,124,1,0,0,3,,
1496061671,108,1,0,0,2,,
1496066077,79,1,0,0,3,,
1496070022,124,1,0,0,0,,
1496070080,88,1,0,0,2,,
1496073150,39,1,0,0,0,,
1496076934,51,1,0,0,2,,
1496090547,96,1,0,0,5,,
1496090560,8,1,0,0,1,,
1496098324,68,1,0,0,4,,
1496131554,115,1,0,0,0,,
1496137146,2,1,0,0,0,,
1496139254,95,1,0,0,1,,
1496140369,3,1,0,0,0,,
1496142164,87,1,0,0,0,,
1496144545,80,1,0,0,0,,
1496145139,124,1,0,0,2,,
1496145798,82,1,0,0,0,,
1496146918,25,1,0,0,0,,
1496153651,89,1,0,0,7,,
1496156115,43,1,0,0,0,,
1496159255,15,1,0,0,4,,
1496167315,101,1,0,0,5,,
1496168729,35,1,0,0,0,,
1496169456,21,1,0,0,0,,
1496175398,76,1,0,0,2,,
1496176079,90,1,0,0,7,,
1496178195,10,1,0,0,6,,
1496182043,89,1,0,0,2,,
1496182157,57,1,0,0,0,,
1496184141,90,1,0,0,5,,
1496217910,40,1,0,0,7,,
1496218163,63,1,0,0,4,,
1496218680,13,1,0,0,3,,
1496221073,78,1,0,0,0,,
1496225572,119,1,0,0,3,,
1496228320,25,1,0,0,1,,
1496228955,124,1,0,0,0,,
1496233479,21,1,0,0,4,,
1496237680,82,1,0,0,0,,
1496242367,22,1,0,0,0,,
1496243420,40,1,0,0,1,,
1496247030,27,1,0,0,5,,
1496248852,79,1,0,0,0,,
1496251047,104,1,0,0,0,,
1496253046,17,1,0,0,4,,
1496253808,15,1,0,0,0,,
1496254695,96,1,0,0,6,,
1496256336,3,1,0,0,5,,
1496259730,56,1,0,0,0,,
1496262237,85,1,0,0,5,,
1496263661,97,1,0,0,1,,
1496268925,35,1,0,0,0,,
1496304409,52,1,0,0,1,,
1496314103,76,1,0,0,1,,
1496322583,58,1,0,0,1,,
1496325950,15,1,0,0,0,,
1496336468,15,1,0,0,2,,
1496336845,28,1,0,0,3,,
1496337179,94,1,0,0,1,,
1496339250,86,1,0,0,1,,
1496343007,94,1,0,0,1,,
1496343297,51,1,0,0,3,,
1496351413,29,1,0,0,2,,
1496357548,104,1,0,0,1,,
1496400162,88,1,0,0,1,,
1496400646,16,1,0,0,4,,
1496401510,118,1,0,0,2,,
1496401896,109,1,0,0,3,,
1496424538,95,1,0,0,1,,
1496427011,108,1,0,0,5,,
1496441330,99,1,0,0,1,,
1496477856,6,1,0,0,0,,
1496478024,125,1,0,0,2,,
1496484040,88,1,0,0,0,,
1496488498,124,1,0,0,2,,
1496488793,58,1,0,0,0,,
1496489426,73,1,0,0,1,,
1496490065,54,1,0,0,1,,
1496494068,88,1,0,0,2,,
1496495489,108,1,0,0,1,,
1496495669,122,1,0,0,0,,
1496496303,65,1,0,0,0,,
1496498451,15,1,0,0,1,,
1496498546,109,1,0,0,3,,
1496499437,115,1,0,0,1,,
1496502308,96,1,0,0,3,,
1496502859,22,1,0,0,1,,
1496503409,85,1,0,0,2,,
1496503469,113,1,0,0,1,,
1496507840,52,1,0,0,5,,
1496513232,102,1,0,0,0,,
1496513979,112,1,0,0,1,,
1496515027,10,1,0,0,1,,
1496520817,109,1,0,0,0,,
1496521701,125,1,0,0,2,,
1496522250,87,1,0,0,2,,
1496523656,17,1,0,0,1,,
1496523767,109,1,0,0,4,,
1496525868,114,1,0,0,3,,
1496527032,45,1,0,0,4,,
1496530499,96,1,0,0,1,,
1496563381,13,1,0,0,0,,
1496565047,73,1,0,0,5,,
1496565522,69,1,0,0,2,,
1496570165,121,1,0,0,0,,
1496570993,9,1,0,0,0,,
1496574801,122,1,0,0,0,,
1496576349,27,1,0,0,1,,
1496577869,72,1,0,0,3,,
1496579901,43,1,0,0,2,,
1496584174,25,1,0,0,6,,
1496592478,9,1,0,0,0,,
1496594382,29,1,0,0,5,,
1496598755,79,1,0,0,1,,
1496600151,31,1,0,0,4,,
1496602626,119,1,0,0,4,,
1496603732,16,1,0,0,2,,
1496605218,125,1,0,0,1,,
1496609758,46,1,0,0,2,,
1496612420,71,1,0,0,1,,
1496614857,29,1,0,0,1,,
1496614874,10,1,0,0,4,,
1496656351,67,1,0,0,2,,
1496657399,124,1,0,0,6,,
1496657483,40,1,0,0,2,,
1496658560,102,1,0,0,1,,
1496658876,87,1,0,0,4,,
1496660973,45,1,0,0,0,,
1496661199,121,1,0,0,0,,
1496662033,5,1,0,0,4,,
1496662160,80,1,0,0,1,,
1496663978,118,1,0,0,0,,
1496664152,29,1,0,0,1,,
1496665778,8,1,0,0,7,,
1496667670,2,1,0,0,0,,
1496668501,126,1,0,0,2,,
1496674471,17,1,0,0,0,,
1496676190,9,1,0,0,1,,
1496684663,29,1,0,0,3,,
1496686162,90,1,0,0,0,,
1496687609,18,1,0,0,3,,
1496687657,14,1,0,0,0,,
1496691215,20,1,0,0,2,,
1496695383,99,1,0,0,1,,
1496696266,118,1,0,0,2,,
1496697164,48,1,0,0,1,,
1496698248,8,1,0,0,4,,
1496739418,22,1,0,0,7,,
1496741068,115,1,0,0,6,,
1496741604,107,1,0,0,3,,
1496751924,65,1,0,0,3,,
1496754684,47,1,0,0,3,,
1496757318,94,1,0,0,0,,
1496762465,107,1,0,0,4,,
1496769242,14,1,0,0,6,,
1496770028,110,1,0,0,2,,
1496770179,98,1,0,0,3,,
1496771549,44,1,0,0,5,,
1496772217,6,1,0,0,2,,
1496775769,48,1,0,0,0,,
1496780450,38,1,0,0,0,,
1496782383,34,1,0,0,1,,
1496784288,124,1,0,0,1,,
1496784443,109,1,0,0,0,,
1496785502,113,1,0,0,2,,
1496785835,84,1,0,0,4,,
1496824661,79,1,0,0,1,,
1496825077,55,1,0,0,1,,
1496826211,95,1,0,0,0,,
1496826406,42,1,0,0,5,,
1496828415,26,1,0,0,7,,
1496829236,13,1,0,0,1,,
1496836119,57,1,0,0,5,,
1496838414,39,1,0,0,1,,
1496840573,54,1,0,0,7,,
1496843050,45,1,0,0,4,,
1496843930,36,1,0,0,0,,
1496847093,71,1,0,0,2,,
1496848168,26,1,0,0,0,,
1496850660,26,1,0,0,0,,
1496854094,81,1,0,0,1,,
1496858438,48,1,0,0,0,,
1496860430,58,1,0,0,4,,
1496861599,29,1,0,0,1,,
1496863205,118,1,0,0,2,,
1496863588,15,1,0,0,3,,
1496865169,17,1,0,0,5,,
1496867079,110,1,0,0,1,,
1496867858,19,1,0,0,4,,
1496871289,53,1,0,0,0,,
1496871522,60,1,0,0,1,,
1496873868,117,1,0,0,0,,
1496908894,45,1,0,0,3,,
1496911648,87,1,0,0,1,,
1496916479,80,1,0,0,1,,
1496916788,98,1,0,0,4,,
1496917065,125,1,0,0,0,,
1496917182,52,1,0,0,3,,
1496917749,73,1,0,0,4,,
1496920002,98,1,0,0,7,,
1496925947,39,1,0,0,3,,
1496927656,89,1,0,0,0,,
1496930038,88,1,0,0,5,,
1496934400,31,1,0,0,0,,
1496935304,17,1,0,0,0,,
1496935984,42,1,0,0,2,,
1496936290,81,1,0,0,3,,
1496936332,94,1,0,0,1,,
1496939618,96,1,0,0,0,,
1496939823,58,1,0,0,4,,
1496947554,42,1,0,0,1,,
1496951363,2,1,0,0,4,,
1496954545,15,1,0,0,1,,
1496954546,34,1,0,0,0,,
1496955493,8,1,0,0,1,,
1496956731,86,1,0,0,6,,
1496958031,3,1,0,0,0,,
1496960735,80,1,0,0,6,,
1496961119,126,1,0,0,3,,
1496998406,96,1,0,0,1,,
1496998986,37,1,0,0,1,,
1497000054,96,1,0,0,5,,
1497003771,95,1,0,0,3,,
1497004723,46,1,0,0,5,,
1497005961,79,1,0,0,0,,
1497010178,30,1,0,0,0,,
1497011287,29,1,0,0,7,,
1497020100,45,1,0,0,3,,
1497024485,74,1,0,0,1,,
1497031893,101,1,0,0,7,,
1497032512,17,1,0,0,1,,
1497033913,77,1,0,0,0,,
1497034966,5,1,0,0,1,,
1497038957,5,1,0,0,0,,
1497046270,26,1,0,0,1,,
1497047785,125,1,0,0,3,,
1497049021,103,1,0,0,1,,
1497083269,84,1,0,0,0,,
1497083455,12,1,0,0,4,,
1497085454,71,1,0,0,2,,
1497087344,15,1,0,0,3,,
1497090517,113,1,0,0,1,,
1497091555,63,1,0,0,3,,
1497093554,8,1,0,0,3,,
1497101541,64,1,0,0,2,,
1497107549,108,1,0,0,1,,
1497109088,70,1,0,0,0,,
1497113019,75,1,0,0,2,,
1497113335,103,1,0,0,3,,
1497117108,80,1,0,0,5,,
1497118517,15,1,0,0,2,,
1497123277,45,1,0,0,3,,
1497124218,40,1,0,0,0,,
1497127389,28,1,0,0,0,,
1497132397,71,1,0,0,1,,
1497168433,22,1,0,0,0,,
1497168958,2,1,0,0,4,,
1497170312,104,1,0,0,3,,
1497172320,95,1,0,0,2,,
1497174231,8,1,0,0,2,,
1497174654,64,1,0,0,6,,
1497175219,57,1,0,0,4,,
1497176289,9,1,0,0,3,,
1497180276,79,1,0,0,5,,
1497181512,25,1,0,0,0,,
1497181589,114,1,0,0,2,,
1497184238,108,1,0,0,6,,
1497188543,122,1,0,0,0,,
1497190732,109,1,0,0,2,,
1497190794,69,1,0,0,1,,
1497192786,68,1,0,0,7,,
1497193091,77,1,0,0,5,,
1497203281,95,1,0,0,0,,
1497204544,122,1,0,0,1,,
1497206630,40,1,0,0,1,,
1497210886,86,1,0,0,1,,
1497218996,121,1,0,0,1,,
1497254528,97,1,0,0,7,,
1497254683,85,1,0,0,1,,
1497258223,125,1,0,0,0,,
1497258898,76,1,0,0,1,,
1497268755,62,1,0,0,3,,
1497272137,22,1,0,0,1,,
1497278886,60,1,0,0,2,,
1497282246,99,1,0,0,2,,
1497282530,75,1,0,0,1,,
1497283052,64,1,0,0,4,,
1497283156,98,1,0,0,0,,
1497284789,44,1,0,0,1,,
1497284978,14,1,0,0,4,,
1497286221,69,1,0,0,0,,
1497286731,92,1,0,0,4,,
1497295278,68,1,0,0,5,,
1497296445,104,1,0,0,0,,
1497298748,113,1,0,0,4,,
1497299300,56,1,0,0,1,,
1497301693,77,1,0,0,4,,
1497308156,90,1,0,0,0,,
1497347807,74,1,0,0,0,,
1497349248,105,1,0,0,2,,
1497349869,10,1,0,0,1,,
1497350553,48,1,0,0,1,,
1497360695,9,1,0,0,3,,
1497364764,7,1,0,0,5,,
1497366056,56,1,0,0,2,,
1497366382,122,1,0,0,5,,
1497368152,55,1,0,0,4,,
1497370723,88,1,0,0,3,,
1497371307,80,1,0,0,3,,
1497371658,103,1,0,0,6,,
1497372472,80,1,0,0,2,,
1497374664,89,1,0,0,4,,
1497378209,108,1,0,0,0,,
1497380860,37,1,0,0,5,,
1497381760,105,1,0,0,1,,
1497382910,42,1,0,0,1,,
1497387273,35,1,0,0,1,,
1497393638,31,1,0,0,2,,
1497429507,11,1,0,0,2,,
1497435128,119,1,0,0,1,,
1497437329,15,1,0,0,3,,
1497438767,78,1,0,0,0,,
1497439396,74,1,0,0,1,,
1497440094,3,1,0,0,0,,
1497440337,15,1,0,0,0,,
1497444126,89,1,0,0,0,,
1497444904,8,1,0,0,1,,
1497445514,101,1,0,0,1,,
1497445546,9,1,0,0,1,,
1497446647,82,1,0,0,0,,
1497447294,34,1,0,0,1,,
1497451308,62,1,0,0,0,,
1497454066,81,1,0,0,1,,
1497458181,113,1,0,0,2,,
1497459469,89,1,0,0,0,,
1497464413,90,1,0,0,1,,
1497465618,36,1,0,0,1,,
1497469006,36,1,0,0,7,,
1497471246,11,1,0,0,5,,
1497472499,6,1,0,0,1,,
1497474776,74,1,0,0,3,,
1497475647,63,1,0,0,4,,
1497478891,64,1,0,0,2,,
1497513757,67,1,0,0,0,,
1497515764,54,1,0,0,0,,
1497532631,26,1,0,0,0,,
1497532737,82,1,0,0,6,,
1497533150,116,1,0,0,3,,
1497535272,72,1,0,0,7,,
1497535478,46,1,0,0,2,,
1497537051,25,1,0,0,2,,
1497540191,96,1,0,0,7,,
1497544353,89,1,0,0,0,,
1497544652,98,1,0,0,1,,
1497545675,56,1,0,0,3,,
1497551018,97,1,0,0,2,,
1497552072,106,1,0,0,0,,
1497556172,113,1,0,0,3,,
1497564964,123,1,0,0,3,,
1497566899,86,1,0,0,0,,
1497600676,58,1,0,0,7,,
1497601891,55,1,0,0,0,,
1497604122,81,1,0,0,1,,
1497606100,106,1,0,0,0,,
1497607397,117,1,0,0,1,,
1497615109,33,1,0,0,7,,
1497617614,4,1,0,0,4,,
1497623240,67,1,0,0,0,,
1497623893,55,1,0,0,4,,
1497624865,102,1,0,0,1,,
1497628894,49,1,0,0,1,,
1497630649,104,1,0,0,1,,
1497634447,127,1,0,0,2,,
1497635568,73,1,0,0,0,,
1497637234,104,1,0,0,6,,
1497638158,97,1,0,0,3,,
1497638841,58,1,0,0,0,,
1497648260,8,1,0,0,4,,
1497651159,119,1,0,0,3,,
1497687927,25,1,0,0,4,,
1497697640,28,1,0,0,4,,
1497697845,20,1,0,0,5,,
1497703272,13,1,0,0,0,,
1497703796,121,1,0,0,2,,
1497708623,22,1,0,0,4,,
1497717072,101,1,0,0,2,,
1497718812,101,1,0,0,2,,
1497722472,74,1,0,0,0,,
1497730373,2,1,0,0,3,,
1497735717,96,1,0,0,0,,
1497739602,10,1,0,0,5,,
1497774683,44,1,0,0,1,,
1497775234,123,1,0,0,2,,
1497777812,58,1,0,0,2,,
1497780246,87,1,0,0,1,,
1497787622,121,1,0,0,0,,
1497788384,113,1,0,0,1,,
1497796283,69,1,0,0,1,,
1497798063,67,1,0,0,3,,
1497799405,80,1,0,0,2,,
1497806808,103,1,0,0,4,,
1497810656,78,1,0,0,0,,
1497814661,5,1,0,0,1,,
1497816030,104,1,0,0,1,,
1497817739,55,1,0,0,3,,
1497817873,68,1,0,0,1,,
1497819977,69,1,0,0,3,,
1497822173,109,1,0,0,2,,
1497824342,108,1,0,0,5,,
1497824655,36,1,0,0,3,,
1497862107,102,1,0,0,2,,
1497867054,20,1,0,0,1,,
1497869075,36,1,0,0,7,,
1497869423,33,1,0,0,0,,
1497870850,10,1,0,0,0,,
1497873841,74,1,0,0,2,,
1497874111,113,1,0,0,4,,
1497874780,79,1,0,0,3,,
1497879784,4,1,0,0,6,,
1497880480,43,1,0,0,4,,
1497880840,53,1,0,0,4,,
1497884835,47,1,0,0,1,,
1497885885,119,1,0,0,0,,
1497892337,86,1,0,0,0,,
1497893421,35,1,0,0,1,,
1497895991,78,1,0,0,5,,
1497898595,81,1,0,0,0,,
1497899088,116,1,0,0,3,,
1497899947,113,1,0,0,0,,
1497900988,74,1,0,0,2,,
1497904844,75,1,0,0,2,,
1497911159,8,1,0,0,0,,
1497912425,51,1,0,0,7,,
1497912550,71,1,0,0,0,,
1497948503,86,1,0,0,0,,
1497952118,70,1,0,0,1,,
1497955614,39,1,0,0,4,,
1497955873,33,1,0,0,1,,
1497959206,114,1,0,0,0,,
1497968902,125,1,0,0,2,,
1497969032,12,1,0,0,5,,
1497970649,39,1,0,0,6,,
1497973929,22,1,0,0,3,,
1497974543,34,1,0,0,2,,
1497975299,34,1,0,0,1,,
1497981439,115,1,0,0,1,,
1497981510,4,1,0,0,1,,
1497982623,31,1,0,0,1,,
1497986997,31,1,0,0,1,,
1497987140,89,1,0,0,2,,
1497988018,6,1,0,0,5,,
1497988899,85,1,0,0,2,,
1497989164,87,1,0,0,2,,
1497991233,36,1,0,0,0,,
1497993330,85,1,0,0,0,,
1497993603,99,1,0,0,6,,
1497996597,45,1,0,0,4,,
1498033760,62,1,0,0,6,,
1498033959,48,1,0,0,3,,
1498038539,39,1,0,0,6,,
1498039575,95,1,0,0,2,,
1498040342,31,1,0,0,3,,
1498041644,102,1,0,0,5,,
1498046587,101,1,0,0,4,,
1498050621,46,1,0,0,0,,
1498053129,72,1,0,0,1,,
1498056859,53,1,0,0,3,,
1498057446,89,1,0,0,0,,
1498059364,104,1,0,0,3,,
1498069403,17,1,0,0,7,,
1498072407,26,1,0,0,4,,
1498076527,126,1,0,0,1,,
1498076943,105,1,0,0,0,,
1498077058,7,1,0,0,0,,
1498079576,113,1,0,0,4,,
1498082881,90,1,0,0,5,,
1498123656,5,1,0,0,3,,
1498123783,123,1,0,0,3,,
1498124750,42,1,0,0,7,,
1498127549,121,1,0,0,5,,
